source,title,summary,link,published_date,sentiment_label,sentiment_score
NewsAPI - Livemint,Diwali is done. But fireworks are set to continue on Dalal Street,"Dalal Street's recent trends highlight the absurdity of the equity market, where microcap stocks and companies with poor fundamentals attract eager investors. Markets, as all of us must have realised by now, can stay irrational for longer than many of us can …",https://www.livemint.com/opinion/indian-stock-market-dalal-street-comedy-stock-market-movements-microcap-stock-surge-lg-electronics-ipo-11761022253560.html,2025-10-21T06:07:31Z,negative,0.6749968528747559
NewsAPI - The Times of India,Diwali Muhurat Trading 2025: Top 5 stocks that may shine bright in Samvat 2082,"Indian markets rose ahead of the Muhurat Trading session marking Samvat 2082. Sensex gained 411 points and Nifty 50 added 133 points. Experts recommend top stocks like Paytm, Adani Green, Ambuja, V-Mart, and Royal Orchid Hotels for fresh positions.",https://economictimes.indiatimes.com/markets/stocks/news/diwali-muhurat-trading-2025-top-5-stocks-that-may-shine-bright-in-samvat-2082/articleshow/124714548.cms,2025-10-21T05:28:51Z,positive,0.9057745337486267
NewsAPI - The Times of India,"Diwali bang for D-Street, Nifty hits 52-week high as banks, IT stocks rally","Indian equities surged to a 52-week high Monday, with the Nifty 50 just a percentage point away from its record high, as broad-based buying ahead of Diwali boosted risk assets that have had a rather circumspect run over the trailing 12 months.",https://economictimes.indiatimes.com/markets/stocks/news/diwali-bang-for-d-street-nifty-hits-52-week-high-as-banks-it-stocks-rally/articleshow/124712565.cms,2025-10-21T03:04:12Z,positive,0.9110302329063416
NewsAPI - Ndtvprofit.com,Stock Market Today: All You Need To Know Before Going Into Diwali Muhurat Trading,"The benchmark indices gained for the fourth straight day with Nifty closing above the 25,800 mark. Nifty 50 ended 0.52% higher at 25,843.15 and Sensex closed 0.49% higher at 84,363.37 on Monday. The Nifty rose over 0.84% during the day to 25,926.20, while the…",https://www.ndtvprofit.com/markets/stock-market-today-all-you-need-to-know-before-going-into-diwali-muhurat-trading,2025-10-21T01:30:00Z,positive,0.9440599679946899
NewsAPI - The Times of India,"ETMarkets Smart Talk: Festive October likely to see upward-biased markets, says Pradeep Gupta","Indian markets are poised for a positive October, according to Pradeep Gupta of Anand Rathi Group. Despite global headwinds, domestic demand, supportive monetary conditions, and tax changes are expected to drive an upward trend. Financials and consumer demand…",https://economictimes.indiatimes.com/markets/expert-view/etmarkets-smart-talk-festive-october-likely-to-see-upward-biased-markets-says-pradeep-gupta/articleshow/124707735.cms,2025-10-21T01:20:00Z,positive,0.9415296912193298
NewsAPI - Livemint,"Pharma Q2 preview: Steady growth despite US sales pressure, GST rate cuts","Sales in the domestic market are expected to be impacted in Q2 by the revision in GST rates, as distributors focused on de-stocking inventories with old prices and held back on new orders.",https://www.livemint.com/industry/pharma-q2-preview-steady-growth-us-sales-pressure-gst-rate-cuts-11760860143554.html,2025-10-21T00:15:09Z,negative,0.9452524781227112
NewsAPI - Ndtvprofit.com,FPIs Stay Net Buyers For Third Straight Session On Diwali,"The foreign portfolio investors on Monday stayed net buyers of Indian shares for the third straight session. FPIs bought stocks worth approximately Rs 790.45 crore, according to provisional data from the National Stock Exchange. The domestic institutional inv…",https://www.ndtvprofit.com/markets/fpis-stay-net-buyers-for-third-straight-session-on-diwali,2025-10-20T13:45:41Z,neutral,0.9089813232421875
NewsAPI - Ndtvprofit.com,"Diwali 2024 To Diwali 2025: Silver Outshines Gold, Crude Gives Negative Returns","From one Diwali to the next, global commodity markets painted a contrasting picture. While precious metals glittered, energy prices dulled. Silver emerged as the top performer this Diwali, soaring 60% over the year to $52 per troy ounce, outpacing gold's 55% …",https://www.ndtvprofit.com/markets/diwali-2024-to-diwali-2025-silver-outshines-gold-crude-gives-negative-returns,2025-10-20T13:03:29Z,positive,0.6744350790977478
NewsAPI - Fortune,Stock traders are delighted at the prospect of Trump losing his tariff war,Investors are increasingly convinced that the Fed’s rate cuts are now locked in. The notion that the U.S. Supreme Court may rule that Trump’s tariffs are illegal would be the icing on the equity cake.,https://fortune.com/2025/10/20/stocks-trump-tariff-trade-war/,2025-10-20T11:06:10Z,negative,0.7143346071243286
NewsAPI - The Times of India,"Silver shortage: If silver prices dip more, should investors see it as buying opportunity?","India's largest precious metal refinery, MMTC-PAMP, has run out of stock for the first time, coinciding with a fall in silver ETFs. The MCX silver spot price also dipped by 6.49% on October 20, 2025. Despite a global silver shortage and surging domestic deman…",https://economictimes.indiatimes.com/wealth/invest/silver-shortage-if-silver-prices-dip-more-should-investors-see-it-as-buying-opportunity/articleshow/124703809.cms,2025-10-20T10:45:27Z,negative,0.9623197913169861
NewsAPI - BusinessLine,Stock markets surge for 4th day; Sensex jumps over 411 points,"The 30-share BSE Sensex jumped 411.18 points or 0.49% to settle at 84,363.37, Nifty surged 133.30 points or 0.525 to 25,843.15",https://www.thehindubusinessline.com/markets/stock-markets-surge-for-4th-day-sensex-jumps-over-411-points/article70184732.ece,2025-10-20T10:39:57Z,positive,0.8665552139282227
NewsAPI - The Times of India,"Market Wrap: Sensex jumps 411 pts, Nifty tops 25,800 as Reliance, HDFC Bank rally post-earnings","Indian stock markets saw gains for the fourth consecutive session on Monday. The Sensex and Nifty both closed higher, driven by strong performances from Reliance Industries and HDFC Bank. These companies saw a boost following their recent financial results. H…",https://economictimes.indiatimes.com/markets/stocks/news/sensex-jumps-411-pts-nifty-tops-25800-as-reliance-hdfc-bank-rally-post-earnings-on-diwali-2025/articleshow/124703535.cms,2025-10-20T10:16:33Z,positive,0.9524319171905518
NewsAPI - The Times of India,Where to invest ₹10 lakh? Experts share strategies for next year,"Last year was a mixed bag for retail investors. While gold delivered strong returns, the Nifty 50 offered modest gains. Financial advisers share where to invest ₹10 lakh in the next 12 months",https://timesofindia.indiatimes.com/toi-plus/wealth/where-to-invest-10-lakh-experts-share-strategies-for-next-year/articleshow/124702858.cms,2025-10-20T09:32:30Z,neutral,0.6076651215553284
NewsAPI - Fortune,AMD’s Lisa Su and HP’s Enrique Lores describe how they went from ho-hum to high-end,Also: All the news and watercooler chat from Fortune.,https://fortune.com/2025/10/20/amds-lisa-su-and-hps-enrique-lores-describe-how-they-went-from-ho-hum-to-high-end/,2025-10-20T09:12:29Z,neutral,0.9258405566215515
NewsAPI - The Times of India,"Nifty rallying, but portfolios down? Diwali run masks retail pain as smallcaps extend year-long slide","The Nifty 50 is reaching new heights driven by large companies. However, many smallcap stocks are not participating in this rally. Investors are cautious due to high valuations and tight liquidity in the smallcap segment. Experts suggest patience and selectiv…",https://economictimes.indiatimes.com/markets/stocks/news/nifty-rallying-but-portfolios-down-diwali-run-masks-retail-pain-as-smallcaps-extend-year-long-slide/articleshow/124699303.cms,2025-10-20T04:22:21Z,negative,0.9342806339263916
NewsAPI - The Times of India,"Sensex surges over 650 pts, Nifty tops 25,900 on solid bank earnings & global trade optimism",Indian stock markets opened with significant gains on Monday. The Sensex and Nifty surged higher. Strong quarterly results from HDFC Bank and ICICI Bank boosted investor confidence. Global markets also showed improvement. This was driven by positive signs reg…,https://economictimes.indiatimes.com/markets/stocks/news/sensex-surges-over-650-pts-nifty-tops-25900-on-solid-bank-earnings-global-trade-optimism/articleshow/124699050.cms,2025-10-20T04:03:25Z,positive,0.9566757082939148
NewsAPI - BusinessLine,"BL Morning report: October 20, 2025","Silver hits $51.25, outpacing gold; markets firm, Nifty nears resistance, Sensex positive, China's economy slows, US bank jitters.",https://www.thehindubusinessline.com/multimedia/audio/bl-morning-report-october-13-2025/article70182145.ece,2025-10-20T02:30:00Z,positive,0.9083014726638794
NewsAPI - The Times of India,"Stocks in news: RIL, HDFC Bank, YES Bank, IndusInd Bank, RBL Bank, Jain Resource","Indian markets closed the week strong with Nifty 50 reaching a new 52-week high. Investors are now watching quarterly results from Reliance Industries, HDFC Bank, and ICICI Bank. Other companies like JSW Energy and RBL Bank also reported significant developme…",https://economictimes.indiatimes.com/markets/stocks/news/stocks-in-news-ril-hdfc-bank-yes-bank-indusind-bank-rbl-bank-jain-resource/articleshow/124697652.cms,2025-10-20T01:20:32Z,positive,0.8269506692886353
NewsAPI - The Times of India,Diwali Stock Market Holiday: Are NSE and BSE open or closed today for Diwali 2025? Check now,"Indian stock markets will operate on October 20. A special Muhurat trading session is scheduled for October 21, marking the new Samvat year. The markets will be closed on October 22. Experts anticipate festive optimism and corporate earnings to influence mark…",https://economictimes.indiatimes.com/markets/stocks/news/diwali-stock-market-holiday-are-nse-and-bse-open-or-closed-today-for-diwali-2025-check-now/articleshow/124697641.cms,2025-10-20T01:17:27Z,neutral,0.9239656925201416
NewsAPI - The Times of India,Spend as well as save on Diwali by remaining financially disciplined: Here’s how to strike a financial balance,"Diwali brings joy and spending. Experts advise planning, setting boundaries, and budgeting for celebrations. Thoughtful spending creates memories. Financial cleanup of portfolios is also recommended. Celebrate guilt-free if savings and insurance are in place.…",https://economictimes.indiatimes.com/wealth/save/spend-as-well-as-save-on-diwali-by-remaining-financially-disciplined-heres-how-to-strike-a-financial-balance/articleshow/124652297.cms,2025-10-20T01:00:00Z,neutral,0.8640314936637878
NewsAPI - Livemint,All bets on second half as Q2 disappoints: Mint survey,"Experts are divided on gold's future trajectory, but find IPOs the only confident bet.",https://www.livemint.com/industry/q2-disappoints-earnings-optimism-for-h2-fy25-mint-market-survey-11760854463536.html,2025-10-20T00:30:06Z,neutral,0.7707754373550415
NewsAPI - Economictimes.com,Where to invest Rs 10 lakh now? Experts decode portfolio strategy for next year,"Retail investors saw a mixed year. Gold delivered strong returns, while the Nifty 50 offered modest gains. Geopolitical events and economic factors influenced these outcomes. Wealth management experts are now guiding investors on where to place ₹10 lakh in th…",https://m.economictimes.com/mf/analysis/where-to-invest-rs-10-lakh-now-experts-decode-portfolio-strategy-for-next-year/articleshow/124697394.cms,2025-10-20T00:18:51Z,neutral,0.6555656790733337
NewsAPI - Livemint,Base-effect saves RIL Q2; a dilemma is now coming to the fore,"Reliance Industries' Q2 FY26 consolidated performance was heavily aided by a low base in O2C, retail and Jio Platforms.",https://www.livemint.com/companies/reliance-q2-dilemma-jio-reliance-retail-dark-store-quick-commerce-e-commerce-o2c-crude-oil-grasim-sebi-ipo-11760871995185.html,2025-10-20T00:10:05Z,positive,0.8719610571861267
NewsAPI - Ndtvprofit.com,"Nifty Finds Support At 25,550–25,350 Levels","The NSE Nifty 50 has found support at 25,550-25,350 levels, according to Amol Athawale, vice president of technical research at Kotak Securities. ""However, below 25,350, the uptrend would become vulnerable,"" Athawale said. The Nifty, on the weekly chart, has …",https://www.ndtvprofit.com/markets/trade-setup-nse-nifty-50-bank-support-resistance-levels-outlook-october-20-2025,2025-10-19T15:55:36Z,negative,0.364528626203537
NewsAPI - The Times of India,Ahead of Market: 10 things that will decide stock market action on Monday,"The Indian market extended its winning streak on Friday, supported by foreign inflows, easing U.S. bond yields, a stronger rupee, and festive optimism.",https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-market-action-on-monday/articleshow/124686633.cms,2025-10-19T11:18:23Z,positive,0.9428476691246033
NewsAPI - The Times of India,Stock Market Holiday 2025: Are NSE and BSE closed on October 20 or 21 for Diwali?,"There’s been some confusion among investors this year about the exact Diwali date — October 20 or 21. But for traders, one thing is certain. Both the NSE and BSE will remain closed on October 21 for Diwali Lakshmi Puja, and again on October 22 for Balipratipa…",https://economictimes.indiatimes.com/markets/stocks/news/stock-market-holiday-2025-are-nse-and-bse-closed-on-october-20-or-21-for-diwali/articleshow/124684316.cms,2025-10-19T07:41:26Z,neutral,0.8645190596580505
NewsAPI - Ndtvprofit.com,'Gold Not An Investment': Zoho's Sridhar Vembu Eyes 'A Big Warning Signal' After Bull Run,"With gold prices showing no signs of slowing down, Zoho Corporation's Co-founder and CEO, Sridhar Vembu, has issued a warning sign for investors, stating that debt levels have gone too high. Reacting to an op-ed from former IMF First Deputy Managing Director,…",https://www.ndtvprofit.com/markets/gold-not-an-investment-flashing-a-big-warning-signal-zohos-sridhar-vembu-on-yellow-metals-bull-run,2025-10-19T06:08:52Z,negative,0.9452059268951416
NewsAPI - Ndtvprofit.com,"When Is Muhurat Trading - Monday Or Tuesday? Find Out Timings For NSE, BSE's Special Trade Session","As the festival season began Saturday, stock market participants have grown eager for the National Stock Exchange and BSE Ltd.'s annual special trading session, Muhurat Trading. However, there is confusion as Diwali is on Monday, but the exchanges are set to …",https://www.ndtvprofit.com/markets/when-is-muhurat-trading-monday-or-tuesday-find-out-timings-for-nse-bses-special-trade-session,2025-10-19T05:24:38Z,neutral,0.8359875679016113
NewsAPI - The Times of India,"Sensex surges 1,900 points in 3 days. What’s in store for investors this Diwali?","India's stock market is delivering the ultimate festive gift. With Nifty scaling fresh 52-week highs and the Sensex rocketing over 1,900 points in just three sessions, investors are entering the holiday week riding a wave of renewed confidence.",https://economictimes.indiatimes.com/markets/stocks/news/sensex-surges-1900-points-in-3-days-whats-in-store-for-investors-this-diwali/articleshow/124682117.cms,2025-10-19T04:00:36Z,positive,0.8371858596801758
NewsAPI - BusinessLine,Nifty 50 and Sensex: Why FIIs will tip the scales in Samvat 2082,"Dalal Street anticipates Samvat 2082 as Wall Street faces banking concerns, with FIIs and DIIs shaping market trends.",https://www.thehindubusinessline.com/portfolio/nifty-50-and-sensex-why-fiis-will-tip-the-scales-in-samvat-2082/article70180127.ece,2025-10-18T16:00:59Z,neutral,0.7102262377738953
NewsAPI - BusinessLine,"Index Outlook: Nifty 50, Sensex sparkle with a bullish breakout","Nifty, Sensex, and Nifty Bank indices show bullish breakout ahead of Diwali, with strong support and resistance levels.",https://www.thehindubusinessline.com/portfolio/technical-analysis/index-outlook-bourses-sparkle/article70178502.ece,2025-10-18T15:14:35Z,positive,0.9390279650688171
NewsAPI - BusinessLine,F&O Tracker: Index futures may dip before next leg up,"Analysis of Nifty 50 and Nifty Bank futures, with bullish trends and potential resistance levels, supporting buy-the-dip strategy.",https://www.thehindubusinessline.com/portfolio/commodity-analysis/fo-tracker-rally-may-pause-not-perish/article70176068.ece,2025-10-18T15:14:13Z,negative,0.4523763358592987
NewsAPI - BusinessLine,Nifty and Bank Nifty Prediction for the week 20 Oct’25 to 24 Oct’25 by BL GURU,"Bullish outlook for Nifty and Nifty Bank index with potential rise and support levels, contact for investment queries.",https://www.thehindubusinessline.com/multimedia/video/nifty-and-bank-nifty-prediction-for-the-week-20-oct25-to-24-oct25-by-bl-guru/article70178720.ece,2025-10-18T09:59:17Z,positive,0.8334731459617615
NewsAPI - The Times of India,"Gold 'not an investment'? As yellow metal glitters, Zoho’s Sridhar Vembu sounds a cautious alarm","Zoho's Sridhar Vembu advises viewing gold as insurance against financial risk, not a typical investment, amidst its 63% surge over the past year.  This caution comes as domestic gold prices have dramatically outperformed the Nifty 50, reaching new highs and s…",https://economictimes.indiatimes.com/industry/cons-products/fashion-/-cosmetics-/-jewellery/gold-not-an-investment-as-yellow-metal-glitters-zohos-sridhar-vembu-sounds-a-cautious-alarm/articleshow/124659381.cms,2025-10-18T08:04:37Z,positive,0.7602189183235168
NewsAPI - The Times of India,"As Dhanteras 2025 arrives, gold’s 63% rally fuels talk of Rs 1.5 lakh levels. Check what analysts have to say","Gold prices have surged by an astonishing 63% in India over the past year, reaching near record highs of Rs 1,28,200 per 10 grams on Dhanteras 2025. Analysts anticipate further gains, with a Rs 1.5 lakh target per 10 grams in sight, driven by geopolitical ten…",https://economictimes.indiatimes.com/markets/commodities/news/as-dhanteras-2025-arrives-golds-63-rally-fuels-talk-of-rs-1-5-lakh-levels-check-what-analysts-have-to-say/articleshow/124654723.cms,2025-10-18T04:16:07Z,positive,0.9368079900741577
NewsAPI - Livemint,"Mint Explainer | How Zomato, Blinkit-parent Eternal makes a profit when its quick-commerce business is yet to break even","With a new inventory-led model and changes in accounting for stock-in-trade, Eternal is posting a net profit although its biggest business driver – quick commerce – is yet to break even.&nbsp;",https://www.livemint.com/companies/zomato-blinkit-eternal-profit-inventory-model-quick-commerce-11760702225662.html,2025-10-17T13:17:26Z,positive,0.7744734287261963
NewsAPI - The Times of India,The season of true prosperity: Why mixing corporate bonds and equities is smarter than betting all on one,"Indian equities delivered a sobering 0% return over the past year, highlighting the risks of single-asset bets. In contrast, well-chosen corporate bonds offered positive returns of 8%-15%, insulating portfolios from volatility. Diversification across equities…",https://economictimes.indiatimes.com/markets/bonds/the-season-of-true-prosperity-why-mixing-corporate-bonds-and-equities-is-smarter-than-betting-all-on-one/articleshow/124628142.cms,2025-10-17T11:31:13Z,positive,0.9427591562271118
NewsAPI - Fortune,Plummeting bank stocks lead global selloff as fear of private credit ‘contagion’ moves across equities and the dollar,"The fear is that ""the U.S. business environment and credit quality are in a poorer state than what data suggests,"" ING said in a note this morning.",https://fortune.com/2025/10/17/bank-stocks-global-selloff-private-credit-contagion-dollar/,2025-10-17T11:21:14Z,negative,0.9691641330718994
NewsAPI - Yahoo Entertainment,Plummeting bank stocks lead global selloff as fear of private credit ‘contagion’ moves across equities and the dollar,"The fear is that “the U.S. business environment and credit quality are in a poorer state than what data suggests,” ING said in a note this morning.",https://finance.yahoo.com/news/plummeting-bank-stocks-lead-global-112114182.html,2025-10-17T11:21:14Z,negative,0.964672863483429
NewsAPI - Fortune,The secrets and rituals behind the 100 Best Companies to Work For in Europe,Also: All the news and watercooler chat from Fortune.,https://fortune.com/2025/10/17/secrets-and-rituals-behind-the-100-best-companies-to-work-for-in-europe/,2025-10-17T09:07:15Z,neutral,0.9337997436523438
NewsAPI - Livemint,"Andy Mukherjee: As foreign investors pull money out, can India win back their confidence?","Once the darling of global investors, India has slipped out of favour as profits sag, AI disruption hits its software giants and valuations remain stretched. Domestic flows have kept assets inflated, even as IPOs have created fresh stock supply. Can this go o…",https://www.livemint.com/opinion/online-views/india-stock-market-foreign-investor-outflows-indian-corporate-earnings-tcs-profit-miss-ai-impact-h-1b-visa-assets-nifty-11760678308567.html,2025-10-17T08:30:19Z,negative,0.8840120434761047
NewsAPI - BusinessLine,"Sensex scales over 84,100 after weak start, Nifty at one-year high led by Reliance, Asian Paints","Nifty 50 climbed to a one-year high as gains in Reliance Industries ahead of its earnings announcement today offset declines in Infosys and Wipro, which slipped on margin concerns despite reporting strong results",https://www.thehindubusinessline.com/markets/stock-markets/top-gainers-losers-on-nse-bse-today-17th-oct-sensex-scales-over-84100-after-weak-start-nifty-at-one-year-high-led-by-reliance-asian-paints/article70174595.ece,2025-10-17T07:19:25Z,positive,0.7050305008888245
NewsAPI - Ndtvprofit.com,RIL Share Price Trades Higher Ahead Of Q2 Results - What To Expect,"Reliane Industries Ltd. share price traded higher on Friday ahead of the second quarter financial results.  The scrip jumped 1.8% intraday to Rs 1,423.3 apiece. The benchmark Nifty 50 was up 0.7%. The total traded turnover was Rs 1,332 crore on the NSE.",https://www.ndtvprofit.com/markets/ril-share-price-trade-higher-ahead-of-q2-results-what-to-expect,2025-10-17T06:57:32Z,positive,0.9498968124389648
NewsAPI - The Times of India,"After Rs 2 lakh crore selloff, FIIs are set for a comeback. Elara Capital lists 4 reasons","Elara Capital sees a potential FII turnaround in Indian equities, driven by under-ownership, narrowing valuation premiums, mid-cap resilience, GST cuts, and strong macro conditions, supporting gradual reallocation and domestic leadership.",https://economictimes.indiatimes.com/markets/stocks/news/after-rs-2-lakh-crore-selloff-fiis-are-set-for-a-comeback-elara-capital-lists-4-reasons/articleshow/124622562.cms,2025-10-17T06:46:25Z,positive,0.9499958753585815
NewsAPI - Ndtvprofit.com,Nifty Hits One-Year High On Diwali Eve - Reasons Driving D-Street Higher,"India's benchmark Nifty 50 hit a one-year high during early trade on Friday, driven by a surge in financial stocks. Telecom, auto and oil and gas sectors contributed the most to gains in the 12-month period. The Nifty Defence and Nifty Finance are the top sec…",https://www.ndtvprofit.com/markets/nifty-hits-one-year-high-on-diwali-eve-reasons-driving-d-street-higher,2025-10-17T06:11:17Z,positive,0.8792936205863953
NewsAPI - The Times of India,Diwali rally lifts Nifty to fresh 52-week high. 8 factors driving today’s boom,"Nifty today: The Nifty 50 reached a new 52-week high above 25,700, driven by returning foreign inflows, easing U.S. bond yields, and a stronger rupee. Festive optimism and fading IPO pressure also contributed to the rally, with short covering further amplifyi…",https://economictimes.indiatimes.com/markets/stocks/news/diwali-rally-lifts-nifty-to-fresh-52-week-high-8-factors-driving-todays-boom/articleshow/124621632.cms,2025-10-17T05:59:17Z,positive,0.9449673295021057
NewsAPI - BusinessLine,"Nifty Prediction Today – October 17, 2025: Nifty 50 Futures: Bullish momentum is strong. Go long now and on dips","Nifty 50 trading higher at 25,628, with resistance at 25,725. Watch closely for potential gains or declines.",https://www.thehindubusinessline.com/portfolio/technical-analysis/nifty-prediction-today-october-17-2025-nifty-50-futures-bullish-momentum-is-strong-go-long-now-and-on-dips/article70174252.ece,2025-10-17T04:52:33Z,negative,0.5457624197006226
NewsAPI - BusinessLine,"Nifty opens flat amid mixed global cues, IT stocks drag","Markets open cautiously with Nifty up 0.05% and Sensex up 0.09%, IT stocks decline, banking stocks provide support.",https://www.thehindubusinessline.com/markets/nifty-opens-flat-amid-mixed-global-cues-it-stocks-drag/article70174213.ece,2025-10-17T04:48:52Z,negative,0.5995640754699707
NewsAPI - The Times of India,"Sensex slips 111 pts, Nifty dips below 25,550 as 2-day rally loses steam","Indian stocks opened lower on Friday, ending a two-day rally as IT shares dragged down the Sensex and Nifty. This decline occurred despite positive sentiment from corporate earnings recovery and consistent foreign fund inflows. The Sensex and Nifty both exper…",https://economictimes.indiatimes.com/markets/stocks/news/sensex-slips-111-pts-nifty-dips-below-25550-as-2-day-rally-loses-steam/articleshow/124619752.cms,2025-10-17T04:03:55Z,negative,0.9726970195770264
NewsAPI - BusinessLine,"Q2 Results Live Today: Reliance, JSW Steel, Hindustan Zinc, PVR INOX, Polycab, Dixon Tech, Havells, AU SFB, BOI, 360 ONE WAM, LTTS, CRISIL, Tata Tech Company to announce Q2 results, Infosys, Wipro, Nestle, Jio, Eternal shares in focus","Q2 Results 17th October, 2025 live updates: Find all the latest Q2 results 2025 updates of Reliance Industries, JSW Steel, Hindustan Zinc, Polycab India, Dixon Technologies, REC, JSW Energy, Havells India, Oracle Financial Services Software, AU Small Finance …",https://www.thehindubusinessline.com/markets/q2-results-live-updates-reliance-ind-jsw-steel-hindustan-zinc-pvr-inox-polycab-dixon-tech-havells-au-bank-boi-360-one-wam-ltts-crisil-tata-tech-infosys-wipro-nestle-jio-eternal-17-october-2025/article70174098.ece,2025-10-17T03:49:56Z,neutral,0.9463604092597961
