source,title,summary,link,published_date,sentiment_label,sentiment_score
NewsAPI - The Times of India,"Earnings upgrade cycle has begun, defence & consumption to shine: Trideep Bhattacharya","India is entering a new earnings upgrade cycle, says Trideep Bhattacharya, CIO–Equities at Edelweiss AMC. He expects the second half of FY26 to drive growth led by defence, consumer discretionary, and select IT stocks. Strong government capex, demand recovery…",https://economictimes.indiatimes.com/markets/expert-view/earnings-upgrade-cycle-has-begun-defence-consumption-to-shine-trideep-bhattacharya/articleshow/124781932.cms,2025-10-24T09:27:29Z,positive,0.9366058111190796
NewsAPI - Livemint,Dalmia kicks off Plan B as battle for Jaypee assets heats up,Dalmia Bharat has begun land acquisition in Rajasthan’s Jaisalmer for a new cement plant even as it competes for Jaiprakash Associates’ assets under insolvency..India’s fourth-largest cement producer says the greenfield project will proceed if the Jaypee acqu…,https://www.livemint.com/companies/dalmia-bharat-jaypee-assets-bid-jaisalmer-plant-expansion-11761275434350.html,2025-10-24T08:53:20Z,positive,0.51091468334198
NewsAPI - BusinessLine,"Sensex, Nifty pare early gains on profit booking; HUL, Laurus Labs, Colgate shares decline, Hindalco lead gainers","Benchmark indices declined on Friday as investors engaged in profit-taking after a six-day rally fueled by optimism over easing global trade tensions between India and the US, and a possible recovery in domestic corporate earnings.",https://www.thehindubusinessline.com/markets/stock-markets/top-gainers-losers-on-nse-bse-today-24th-oct-sensex-nifty-pare-early-gains-on-profit-booking-hul-laurus-labs-colgate-shares-decline-hindalco-lead-gainers/article70197102.ece,2025-10-24T07:54:30Z,negative,0.9714673757553101
NewsAPI - Ndtvprofit.com,Laurus Labs Q2: Shares Fall Over 3% Despite Surge In Net Profit,"Laurus Labs Ltd. shares declined over 3% on Friday, a day after the company reported strong second-quarter earnings. The decline comes despite the pharmaceutical firm posting a robust performance for the July–September period, with consolidated revenue rising…",https://www.ndtvprofit.com/markets/laurus-labs-q2-shares-fall-over-3-despite-surge-in-net-profit,2025-10-24T05:16:29Z,negative,0.9757282733917236
NewsAPI - BusinessLine,"Nifty Prediction Today – October 24, 2025: Nifty 50 Futures: Intraday fall possible","Nifty 50 may fall to 25,800 today; watch market trends closely for potential recovery or increased downside risk.",https://www.thehindubusinessline.com/portfolio/technical-analysis/nifty-prediction-today-october-24-2025-nifty-50-futures-intraday-fall-possible/article70196699.ece,2025-10-24T05:09:00Z,negative,0.96340012550354
NewsAPI - BusinessLine,"Nifty holds gains amid trade deal hopes, but oil surge and FII selling cap rally","Nifty 50 opened at 25,935.10 and was trading at 25,910.40 at 9:40 am, up 0.07% from its previous close; Sensex opened at 84,667.23 and was trading at 84,584.24, gaining 0.03% per cent on its previous close",https://www.thehindubusinessline.com/markets/stock-markets/nifty-holds-gains-amid-trade-deal-hopes-but-oil-surge-and-fii-selling-cap-rally/article70196644.ece,2025-10-24T04:48:31Z,positive,0.9512004256248474
NewsAPI - The Times of India,"5 mega IPOs worth Rs 35,000 crore set to hit markets as Nifty trades near record high","India’s stock market is heating up as the Nifty hovers near record highs. The IPO pipeline is buzzing, with five companies, including Lenskart, Groww, Pine Labs, ICICI Prudential AMC, and boAt, expected to raise nearly Rs 35,000 crore over the next two months…",https://economictimes.indiatimes.com/markets/ipos/fpos/5-mega-ipos-worth-rs-35000-crore-set-to-hit-markets-as-nifty-trades-near-record-high/articleshow/124776835.cms,2025-10-24T04:43:53Z,positive,0.7487281560897827
NewsAPI - The Times of India,"Sensex slips over 100 pts, Nifty below 25,900 as doubts cloud US-India trade deal",Indian stock markets opened on a subdued note this Friday. The Sensex and Nifty saw a slight dip after reaching near record highs. The rally from Thursday lost momentum as optimism about a US-India trade deal waned. The Indian government did not confirm repor…,https://economictimes.indiatimes.com/markets/stocks/news/sensex-slips-over-100-pts-nifty-below-25900-as-doubts-cloud-us-india-trade-deal/articleshow/124776163.cms,2025-10-24T04:03:41Z,negative,0.9674838185310364
NewsAPI - BusinessLine,"Q2 Results Live Today: SBI Life, Dr Reddy's Lab, SBI Cards, Coforge, ITC Hotels, Aditya Birla Sun Life AMC Company to announce Q2 results, HUL, Laurus Labs share price in focus","Q2 Results 24th October, 2025 live updates: Find all the latest Q2 results 2025 updates of SBI Life Insurance Company, Dr Reddy’s Laboratories, SBI Cards & Payment Services, Coforge, ITC Hotels, Aditya Birla Sun Life AMC, eClerx Services, Supreme Petrochem, L…",https://www.thehindubusinessline.com/markets/q2-results-live-updates-sbi-life-dr-reddy-sbi-cards-coforge-itc-hotels-aditya-birla-sun-life-amc-hul-colgate-laurus-labs-andhra-cements-24-october-2025/article70193200.ece,2025-10-24T03:53:04Z,neutral,0.9410752058029175
NewsAPI - The Times of India,"Nifty rally fuels renewed optimism; analysts eye 30,800 as medium-term target","The Nifty 50 and Sensex touched near-record highs, fueled by festive-season optimism, supportive policies, and expectations of robust corporate earnings. Positive FII inflows and optimism around a potential India–U.S. trade deal further boosted sentiment. Tec…",https://economictimes.indiatimes.com/markets/stocks/news/nifty-rally-fuels-renewed-optimism-analysts-eye-30800-as-medium-term-target/articleshow/124775841.cms,2025-10-24T03:37:18Z,positive,0.948028564453125
NewsAPI - BusinessLine,"Stock benchmarks poised to open higher on earnings, trade optimism","Stock benchmarks are set to open higher, driven by earnings optimism and easing global trade tensions.",https://www.thehindubusinessline.com/markets/stock-benchmarks-poised-to-open-higher-on-earnings-trade-optimism/article70196566.ece,2025-10-24T03:29:54Z,positive,0.9440771341323853
NewsAPI - Biztoc.com,"India's Nifty 50 Index Near Peak, Russia Oil Flows Set to Drop",,https://biztoc.com/x/0984279dc6b7cc5e,2025-10-24T03:01:55Z,negative,0.9471459984779358
NewsAPI - Ndtvprofit.com,All You Need To Know Before Going Into Trade On Friday,"The benchmark indices ended flat but closed below the crucial mark of 26,000. Nifty 50 ended 0.09% higher at 25,891.40 and Sensex closed 0.15% higher at 84,556.40 on Thursday. The Nifty rose over 0.91% during the day to 26,104.20, while the Sensex was up 1.02…",https://www.ndtvprofit.com/markets/stock-market-today-all-you-need-to-know-before-going-into-trade-on-oct-24,2025-10-24T00:30:00Z,positive,0.6255356073379517
NewsAPI - The Times of India,"India won't weather Wall Street storm, but somethings are looking different here","Economists warn if the US markets crash, it will have a huge impact on Indian equities. For, the correlation between S&P 500 and the Nifty 50 monthly returns is at 65%. Some fund managers, however, feel that the Indian market, which has been affected by Trump…",https://economictimes.indiatimes.com/prime/money-and-markets/india-wont-weather-wall-street-storm-but-somethings-are-looking-different-here/primearticleshow/124761793.cms,2025-10-23T22:30:00Z,negative,0.9376644492149353
NewsAPI - The Times of India,Ahead of Market: 10 things that will decide stock market action on Friday,"Indian markets ended higher with Sensex and Nifty touching fresh 52-week highs, supported by optimism over an earnings revival, festive-season demand, and renewed foreign investor inflows. Analysts expect short-term consolidation before potential upside towar…",https://economictimes.indiatimes.com/markets/stocks/news/ahead-of-market-10-things-that-will-decide-stock-market-action-on-friday/articleshow/124765902.cms,2025-10-23T15:45:48Z,positive,0.9416795969009399
NewsAPI - Ndtvprofit.com,"Nifty To Consolidate Above 26,000? Experts Share Key Levels To Watch","The NSE Nifty 50 has entered the overbought zone after a sharp 1,500-point rally over the past four weeks, the stochastic oscillator on both daily and weekly charts, according to Bajaj Broking Research on Thursday. It expects the index to consolidate in the r…",https://www.ndtvprofit.com/markets/trade-setup-nse-nifty-50-bank-support-resistance-levels-outlook-october-24-2025,2025-10-23T13:27:04Z,positive,0.9246577620506287
NewsAPI - BusinessLine,"Top gainers & losers today, 23 October: Infosys, HCL Tech, TCS lead gains; Adani Ports, UltraTech Cement decline",Infosys and HCL Tech lead gains; Adani Ports and UltraTech Cement decline as markets close slightly higher on October 23.,https://www.thehindubusinessline.com/markets/stock-markets/nse-bse-stock-market-top-gainers-top-losers-today-infosys-hcltech-tcs-23-october-2025/article70193686.ece,2025-10-23T13:26:19Z,negative,0.9660621881484985
NewsAPI - BusinessLine,IT stocks lead rally as markets surrender early gains on oil concerns,"IT stocks emerged as the day’s star performers, with Infosys leading the charge with a 3.57% surge to ₹1,525.00, followed by HCL Technologies gaining 2.62% to ₹1,524.90 and TCS advancing 2.11% to ₹3,070",https://www.thehindubusinessline.com/markets/stock-markets/it-stocks-lead-rally-as-markets-surrender-early-gains-on-oil-concerns/article70193658.ece,2025-10-23T12:23:37Z,positive,0.9223732352256775
NewsAPI - Fortune,"Tech stocks look shaky and the market is ‘showing early signs of vulnerability,’ JPMorgan analyst says",A series of earnings calls from tech companies have disappointed traders.,https://fortune.com/2025/10/23/tech-stocks-market-signs-of-vulnerability-jpmorgan/,2025-10-23T12:04:26Z,negative,0.9699571132659912
NewsAPI - Livemint,HUL bets on price cuts and monsoon to lift demand after GST cuts hit Q2,Newly appointed MD and CEO Priya Nair said the company was confident that GST rate cuts and a good monsoon will lead to a better second half for Hindustan Unilever.,https://www.livemint.com/companies/company-results/hul-q2-gst-impact-demand-rebound-11761214455110.html,2025-10-23T11:40:27Z,positive,0.9495850801467896
NewsAPI - The Times of India,"US stock market futures today: Dow Jones, S&P 500, Nasdaq futures drop as US-China trade tensions escalate — Tesla, IBM, American Airlines earnings jolt Wall Street sentiment","US stock market futures today: Dow Jones futures fell 0.25%, S&P 500 dipped 0.03%, and Nasdaq futures slipped 0.01% early Thursday as US-China trade tensions spooked investors. Tesla dropped 3.04% after mixed earnings, while IBM plunged 7.14%. American Airlin…",https://economictimes.indiatimes.com/news/international/us/us-stock-market-futures-today-dow-jones-sp-500-nasdaq-futures-drop-as-us-china-trade-tensions-escalate-tesla-ibm-american-airlines-earnings-jolt-wall-street-sentiment/articleshow/124759852.cms,2025-10-23T10:38:04Z,negative,0.9704806804656982
NewsAPI - Fortune,A recession could test whether AI is truly fueling an economy with ‘jobless growth’,Also: All the news and watercooler chat from Fortune.,https://fortune.com/2025/10/23/recession-ai-economy-jobless-growth/,2025-10-23T09:56:25Z,neutral,0.8734625577926636
NewsAPI - Ndtvprofit.com,"Infosys Sparks IT Revival: Promoters Skip Buyback, FII Money Returns, Volumes Surge","Infosys lit up trade on Thursday, emerging as the torchbearer of the IT rebound. The stock rallied sharply with trading volumes nearly three times the 20-day average, according to Bloomberg, as a mix of structural and sentiment cues spiked investor interest i…",https://www.ndtvprofit.com/markets/infosys-sparks-it-revival-promoters-skip-buyback-fii-money-returns-volumes-surge,2025-10-23T09:43:03Z,positive,0.9460197687149048
NewsAPI - The Times of India,Gold-stocks jugalbandi: Ruchir Sharma explains why both are booming in a world flooded with liquidity,"Gold and stocks are simultaneously rallying, a rare phenomenon attributed to a global flood of liquidity from pandemic-era stimulus. This excess money is fueling momentum trades across asset classes, with individual investors increasingly participating. While…",https://economictimes.indiatimes.com/markets/stocks/news/gold-stocks-jugalbandi-ruchir-sharma-explains-why-both-are-booming-in-a-world-flooded-with-liquidity/articleshow/124758044.cms,2025-10-23T08:52:11Z,positive,0.5201653838157654
NewsAPI - BusinessLine,"IT stocks power Sensex rally: Infosys, HCL Tech, TCS, Tech Mahindra lead gains","Domestic markets soar as Nifty crosses 26,100, bolstered by IT, banking, and FMCG sectors amid India-US trade optimism and FII inflows",https://www.thehindubusinessline.com/markets/stock-markets/it-stocks-power-sensex-rally-infosys-hcl-tech-tcs-tech-mahindra-lead-gains/article70192880.ece,2025-10-23T08:20:57Z,positive,0.9362362027168274
NewsAPI - CNBC,CNBC's Inside India newsletter: Diwali sans sparkles for tariff-hit Indian exporters,"As months pass without a trade deal with U.S., Indian exporters face the brunt of unsold inventories, importers bargaining for discount and idle capacities.",https://www.cnbc.com/2025/10/23/cnbcs-inside-india-newsletter-diwali-sans-sparkles-for-tariff-hit-indian-exporters.html,2025-10-23T07:04:34Z,negative,0.9655212759971619
NewsAPI - Ndtvprofit.com,"Nifty 50 Rallies Past 26,000 After A Year - Five Key Reasons Behind The Surge","India's benchmark Nifty 50 index on Thursday reclaimed the 26,000 mark after over a year, as multiple tailwinds helped buoy positive sentiment. The 50-stock index rose for the sixth consecutive session, after reports said India and the United States are close…",https://www.ndtvprofit.com/markets/nifty50-rallies-past-26000-after-a-year-five-key-reasons-behind-the-surge,2025-10-23T06:43:48Z,positive,0.9294095635414124
NewsAPI - The Times of India,"BSE, Angel One shares jump up to 2% as Indian markets hover near record highs","India’s capital markets rallied, with Nifty 50 near record highs. BSE, Angel One surged as FIIs reversed outflows. Optimism fueled by trade talks, festive demand, policy support, and strong fundamentals.",https://economictimes.indiatimes.com/markets/stocks/news/bse-angel-one-shares-jump-up-to-2-as-indian-markets-hover-near-record-highs/articleshow/124754791.cms,2025-10-23T06:15:22Z,positive,0.9407695531845093
NewsAPI - Livemint,"HUL Q2 results: GST cuts weigh on sales, profit up 3.8%","MD and CEO Priya Nair said consumer demand looks robust for the October-December quarter even as GST rate cuts in crucial categories, including packaged food and other staples, weighed on",https://www.livemint.com/companies/company-results/hul-hindustan-unilever-q2-results-fy26-2026-fmcg-gst-impact-hul-share-price-11761122313553.html,2025-10-23T05:50:55Z,positive,0.9350542426109314
NewsAPI - The Times of India,"Diwali ain't over yet! Sensex hits 52-week high, Nifty tops 26K; 5 factors pushing D-St near all-time peak","Indian benchmark indices Sensex and Nifty are nearing all-time highs, driven by expectations of an earnings revival and renewed foreign inflows. Strong festive demand, tax cuts, and policy support are anticipated to boost corporate profits in the latter half …",https://economictimes.indiatimes.com/markets/stocks/news/diwali-aint-over-yet-sensex-hits-52-week-high-nifty-tops-26k-5-factors-pushing-d-st-near-all-time-peak/articleshow/124753512.cms,2025-10-23T05:22:06Z,positive,0.9507006406784058
NewsAPI - BusinessLine,"Nifty prediction today – October 23, 2025: Nifty futures: Shows signs of further rally, consider buying","Nifty futures show bullish momentum today, with a strong likelihood of reaching 26,300; consider buying for potential gains.",https://www.thehindubusinessline.com/portfolio/technical-analysis/nifty-prediction-today-october-23-2025-nifty-futures-shows-signs-of-further-rally-consider-buying/article70192359.ece,2025-10-23T05:13:46Z,positive,0.9043546319007874
NewsAPI - BusinessLine,"Infosys shares surge 4% as promoters skip ₹18,000-crore buyback","Infosys shares rise 4% after promoters opt out of ₹18,000-crore buyback, boosting tech stock performance on Nifty 50.",https://www.thehindubusinessline.com/markets/stock-markets/infosys-shares-surge-4-as-promoters-skip-18000-crore-buyback/article70192335.ece,2025-10-23T05:04:44Z,positive,0.9454711079597473
NewsAPI - BusinessLine,"Sensex surges past 85,000 as India-US trade deal optimism lifts markets","The Sensex rose from 84,426.34 to open at 85,154.15, and climbed 748.83 points (0.89%) to 85,175.17 by 9:50 am; Nifty advanced from 25,868.60 to open at 26,057.20 and was up 210.35 points (0.81%) at 26,078.95.",https://www.thehindubusinessline.com/markets/sensex-surges-past-85000-as-india-us-trade-deal-optimism-lifts-markets/article70192295.ece,2025-10-23T04:50:15Z,positive,0.9480765461921692
NewsAPI - BusinessLine,"Q2 Results Highlights Today: HUL Q2 profit up, Laurus Labs profit jumps, Colgate profit falls","Q2 Results 23rd October, 2025 highlights: Find all the latest Q2 results 2025 updates of Hindustan Unilever, Colgate Palmolive, Laurus Labs, Vardhman Textiles, Tata Teleservices, Sagar Cements, PTC India Financial Services, Fabtech Technologies, Andhra Cement…",https://www.thehindubusinessline.com/markets/q2-results-highlights-today-hul-colgate-laurus-labs-fabtech-tech-to-announce-q2-results/article70189532.ece,2025-10-23T03:56:30Z,neutral,0.7636476159095764
NewsAPI - Livemint,"Bank holiday on Bhai Dooj 2025: Are banks closed for Bhratridwitiya on October 23? Check details, holiday list here","Bank holiday on Bhai Dooj 2025: Several regions across the country will observe a bank holiday today. For the full lisy check here. In the upcoming week, banks will observe closures on October 27 and 28 across many states for Chhath Puja related festivities.",https://www.livemint.com/news/trends/bank-holiday-on-bhai-dooj-2025-are-banks-closed-for-bhratridwitiya-on-october-23-check-details-holiday-list-here-11761189399707.html,2025-10-23T03:49:43Z,neutral,0.8936147093772888
NewsAPI - BusinessLine,"Stock Market Live Updates 23 October 2025: Markets surge up on first full trading day of Samvat 2082; Sensex scales 85,000 mark","Sensex, Nifty, Share Prices LIVE: After opening above the 85,000 mark, Sensex traded 527.32 points or 0.62 per cent higher at 84,953.66 at 9.20 am. Nifty 50 climbed 137.75 points or 0.53 per cent to 26,006.35",https://www.thehindubusinessline.com/markets/stock-market-live-updates-23-october-2025-markets-surge-up-on-first-full-trading-day-of-samvat-2082-sensex-scales-85000-mark/article70187388.ece,2025-10-23T01:08:10Z,positive,0.9372689723968506
NewsAPI - BusinessLine,"Day Trading Guide for October 23, 2025: Intraday supports, resistances for Nifty50 stocks","Day Trading Guide gives you the key intraday supports and resistances to watch out for on the Nifty Futures and other widely traded stocks such as Reliance Industries, Infosys, HDFC Bank, TCS, SBI",https://www.thehindubusinessline.com/portfolio/day-trading-guide/day-trading-guide-for-october-23-2025-intraday-supports-resistances-for-nifty50-stocks/article70190536.ece,2025-10-23T00:40:00Z,neutral,0.930514931678772
NewsAPI - Ndtvprofit.com,All You Need To Know Going Into Trade On Thursday,The Indian markets witnessed a highly volatile one-hour trading session on Tuesday to mark the start of Samvat 2082. The NSE Nifty 50 and BSE Sensex ended flat after it pared most gains from the beginning of the special session. Nifty Oct futures is down 0.19…,https://www.ndtvprofit.com/markets/stock-market-today-all-you-need-to-know-going-into-trade-on-oct-23-2025,2025-10-23T00:30:00Z,negative,0.9698601961135864
NewsAPI - The Times of India,"Infosys promoters opt out of Rs 18,000 crore share buyback","Infosys promoters, including co-founders like Narayan Murthy and Nandan Nilekani, will not participate in the company's Rs 18,000 crore share buyback. This decision will lead to a slight increase in their shareholding percentage and could impact their voting …",https://economictimes.indiatimes.com/tech/information-tech/infosys-promoters-opt-out-of-rs-18000-crore-share-buyback/articleshow/124745372.cms,2025-10-22T18:23:21Z,negative,0.8416687846183777
NewsAPI - Fortune,The U.S. government shutdown has investors flying blind when it comes to high-quality data—and they seem to like it that way,"Absent federal data, investors shifted from risk-off positions into risk-on mode.",https://fortune.com/2025/10/22/stocks-government-shutdown-flying-blind-data/,2025-10-22T11:20:44Z,neutral,0.5408601760864258
NewsAPI - BusinessLine,"Nifty eyes 26,000 breakout: What traders should watch out for","After a strong rally in recent sessions, sentiment remains upbeat, supported by earnings from heavyweight sectors and sustained foreign inflows. However, market participants are also cautious, awaiting fresh cues.",https://www.thehindubusinessline.com/markets/nifty-eyes-26000-breakout-what-traders-should-watch-out-for/article70189103.ece,2025-10-22T07:21:38Z,positive,0.6995583176612854
NewsAPI - BusinessLine,"Market closed for Balipratipada, benchmark indices end flat in Muhurat trading","Equity indices ended marginally higher in the special Muhurat Trading session on Tuesday, with the Nifty closing over 25,800 and Sensex at 84,400 level",https://www.thehindubusinessline.com/markets/market-closed-for-balipratipada-benchmark-indices-end-flat-in-muhurat-trading/article70188719.ece,2025-10-22T04:24:27Z,negative,0.8900509476661682
NewsAPI - The Times of India,"FII flows poised for comeback as India’s wall of worry turns into a low fence, says Alok Agarwal","FII sentiment towards India is reviving due to macro stability and easing global uncertainties, suggesting a shift from ""pause"" to ""play"" for the market. Despite some economic slowdown indicators, strong corporate profits and potential consumption boosts poin…",https://economictimes.indiatimes.com/markets/expert-view/fii-flows-poised-for-comeback-as-indias-wall-of-worry-turns-into-a-low-fence-says-alok-agarwal/articleshow/124731644.cms,2025-10-22T03:30:00Z,positive,0.9479069709777832
NewsAPI - Ndtvprofit.com,DIIs Start Samvat 2082 With Rs 607-Crore Net Selling; FPIs Stay Buyers,"The foreign portfolio investors on Tuesday stayed net buyers of Indian shares for the fourth straight session. FPIs bought stocks worth approximately Rs 97 crore, according to provisional data from the National Stock Exchange. The domestic institutional inves…",https://www.ndtvprofit.com/markets/diis-start-samvat-2082-with-rs-607-crore-net-selling-fpis-stay-buyers,2025-10-21T12:57:30Z,neutral,0.8722857236862183
