source,title,summary,link,published_date,sentiment_label,sentiment_score
NewsAPI - Rigzone,India Refiners Boost US Crude Buys,"Indian refiners have stepped up their purchases of US crude after price drops, as Washington cracks down on the Asian nation for buying Russian barrels.",https://www.rigzone.com/news/wire/india_refiners_boost_us_crude_buys-29-aug-2025-181626-article/,2025-08-29T07:07:42Z,positive,0.9155685305595398
NewsAPI - The Times of India,Reliance AGM 2025 Key Highlights: Mukesh Ambani set to address shareholders,"RIL AGM 2025 Key Highlights: Reliance Industries' 48th AGM is highly anticipated as investors await announcements, potentially including IPOs for Jio and Retail. FY25 saw Reliance Retail's revenue reach Rs 330,943 crore, while Reliance Digital Services achiev…",https://economictimes.indiatimes.com/news/company/corporate-trends/reliance-agm-meeting-2025-highlights-mukesh-ambani-announcement-shareholders-ai-jio-reliance-retail-oil-jiohotstar-ril-share-price/articleshow/123578191.cms,2025-08-29T06:09:00Z,positive,0.7226164937019348
NewsAPI - Ndtvprofit.com,Reliance Industries Share Price Edges Higher Ahead Of Mukesh Ambani-Led AGM,"Reliance Industries' share price rose ahead of the company's 48th annual general meeting.  At the meeting, Mukesh Ambani is likely to outline his broader vision for the company, including plans to increase Reliance’s overall business by 2030 and accelerate gr…",https://www.ndtvprofit.com/markets/reliance-industries-share-price-edges-higher-ahead-of-mukesh-ambani-led-agm,2025-08-29T04:09:32Z,positive,0.9303882122039796
NewsAPI - BusinessLine,Reliance Share Price LIVE: RIL trades flat ahead of AGM today,"Reliance AGM 2025 today, RIL stocks & share price LIVE news updates: Mukesh Ambani-led Reliance Group shares such as RIL, Jio Financial, Reliance Industrial Infra, Hathway and Just Dial shares are in focus today ahead of the AGM.",https://www.thehindubusinessline.com/markets/stock-markets/reliance-stocks-today-ril-share-price-ril-agm-2025-live-updates-aug-29/article69987626.ece,2025-08-29T04:03:22Z,negative,0.5260542035102844
NewsAPI - The Times of India,"RIL shares in focus ahead of AGM today. Here’s what investors, brokerages are expecting","Reliance Industries' AGM is highly anticipated as 44 lakh shareholders await updates on IPO timelines for Jio and Retail, potentially unlocking significant value. Investors are keen on RIL's AI strategy, particularly the JioBrain platform, and progress in the…",https://economictimes.indiatimes.com/markets/stocks/news/ril-shares-in-focus-ahead-of-agm-today-heres-what-investors-brokerages-are-expecting/articleshow/123574963.cms,2025-08-29T02:36:46Z,positive,0.8496224284172058
NewsAPI - Ndtvprofit.com,RIL AGM: Russian Deals Put Reliance Oil Core In Focus,"Reliance Industries Ltd.’s annual investor gatherings have long been a red-letter day in the Indian financial calendar, with shareholders anticipating ambitious targets, bold statements and a rare sighting of a billionaire lauded for his business acumen.",https://www.ndtvprofit.com/business/ril-agm-russian-deals-put-reliance-oil-core-in-focus,2025-08-29T01:58:52Z,positive,0.4877708554267883
NewsAPI - Economictimes.com,Reliance AGM 2025 Live: Will the Ambanis unveil their long-awaited IPO plans for Jio and Reliance Retail? All eyes are on the Reliance Industries AGM,"Reliance AGM Meeting 2025 Live: Billionaire Mukesh Ambani will address 44 lakh eager shareholders at Reliance Industries’ (RIL) AGM today, August 29, at 2 PM, with expectations running high over a possible timeline for what could be the mother of all IPOs on …",https://m.economictimes.com/news/newsblogs/ril-agm-meeting-2025-live-updates-mukesh-ambani-reliance-industries-48th-agm-meeting-today-time-key-highlights-jio-ipo/liveblog/123574380.cms,2025-08-29T01:51:33Z,neutral,0.8994452953338623
NewsAPI - Financial Post,Russian Deals Put Reliance Oil Core in Focus at Annual Jamboree,"Reliance Industries Ltd.’s annual investor gatherings have long been a red-letter day in the Indian financial calendar, with shareholders anticipating ambitious targets, bold statements and a rare sighting of a billionaire lauded for his business acumen.",https://financialpost.com/pmn/business-pmn/russian-deals-put-reliance-oil-core-in-focus-at-annual-jamboree,2025-08-29T00:40:16Z,positive,0.5600799322128296
NewsAPI - The Times of India,Reliance AGM 2025: When and where to watch Mukesh Ambani-led meeting,"Mukesh Ambani's Reliance Industries will conduct its 48th AGM on August 29, 2025. The meeting will occur via video conferencing. Investors can view the event on Reliance's official website. Live streaming will also be available on Reliance's YouTube channel. …",https://economictimes.indiatimes.com/news/new-updates/reliance-agm-2025-when-and-where-to-watch-mukesh-ambani-led-meeting/articleshow/123563807.cms,2025-08-28T11:49:58Z,neutral,0.9496746063232422
NewsAPI - Ndtvprofit.com,Secret Xi Letter Revived India Ties After Trump Tariff Barrage,"Back in March, when US President Donald Trump was ratcheting up his trade war with China, Beijing began a steady and quiet outreach to India. President Xi Jinping wrote a letter to Indian counterpart Droupadi Murmu — who is primarily a figurehead — to test th…",https://www.ndtvprofit.com/business/secret-xi-letter-revived-india-ties-after-trump-tariff-barrage,2025-08-28T08:04:21Z,neutral,0.5071427822113037
NewsAPI - The Times of India,Family Power: Adani Group adds women leaders by tapping founders’ inner circle,"Gautam Adani's conglomerate is increasing female leadership, including family members, to meet diversity goals. Srushti Adani will lead digital initiatives, while Diva Adani will focus on airport business strategies. This move reflects a broader trend in Indi…",https://economictimes.indiatimes.com/news/company/corporate-trends/family-power-adani-group-adds-women-leaders-by-tapping-founders-inner-circle/articleshow/123556016.cms,2025-08-28T04:56:33Z,neutral,0.5642499327659607
NewsAPI - Ndtvprofit.com,All You Need To Know Going Into Trade On Thursday,"The benchmark equity indices closed in the red on Tuesday, dragged down by heavyweights Reliance Industries Ltd and ICICI Bank Ltd.The US is proceeding with its decision to tax Indian imports 50% as the White House drafted papers for it. Losses in global mark…",https://www.ndtvprofit.com/markets/stock-market-today-all-you-need-to-know-going-into-trade-on-aug-28-2,2025-08-28T01:17:19Z,negative,0.9608182311058044
NewsAPI - Rigzone,India Refiners to Curb Russian Buys,"Refiners in India are planning to trim their purchases in the coming weeks, a modest concession to Washington's hawks less than a day ahead of a hike in US tariffs.",https://www.rigzone.com/news/wire/india_refiners_to_curb_russian_buys-26-aug-2025-181580-article/,2025-08-26T07:31:54Z,negative,0.9499540328979492
NewsAPI - The Times of India,"UBS resumes coverage on Reliance Industries with 'Buy' rating, sets target price at Rs 1,750","UBS resumed coverage on Reliance Industries with a ‘Buy’ rating and a Rs 1,750 target, citing strong prospects in Jio, retail, and new energy. The brokerage expects value unlocking across business segments, with earnings growth and sector-leading multiples su…",https://economictimes.indiatimes.com/markets/stocks/news/ubs-resumes-coverage-on-reliance-industries-with-buy-rating-sets-target-price-at-rs-1750/articleshow/123519152.cms,2025-08-26T06:35:03Z,positive,0.9351183176040648
NewsAPI - Ndtvprofit.com,"RIL AGM 2025: Date, Time, What To Expect And Where To Watch Mukesh Ambani's Speech Live",Reliance Industries Ltd. (RIL) is scheduled to hold its 48th Annual General Meeting (AGM) on Aug. 29. The company is expected to announce a dividend at the AGM. An announcement regarding the initial public offering (IPO) for Jio is also expected at the AGM.,https://www.ndtvprofit.com/business/ril-agm-2025-date-time-what-to-expect-and-where-to-watch-mukesh-ambanis-speech-live,2025-08-26T06:06:20Z,neutral,0.9551527500152588
NewsAPI - Financial Post,India to Ease Russian Oil Purchases as Higher US Levies Loom,"Refiners in India, among the largest buyers of Russian crude, are planning to trim their purchases in the coming weeks, a modest concession to Washington’s hawks less than a day ahead of a hike in US tariffs, but also a signal that the country has no plans to…",https://financialpost.com/pmn/business-pmn/india-to-ease-russian-oil-purchases-as-higher-us-levies-loom,2025-08-26T05:55:16Z,negative,0.9512924551963806
NewsAPI - Ndtvprofit.com,RIL Gets A Target Price Hike From UBS Ahead Of AGM - Check Details,"RIL target price: International investment firm UBS resumed coverage on Reliance Industries Ltd. with a 'buy' rating and hiked the 12-month price target. This comes ahead of the RIL annual general meeting on Friday, Aug. 29. Analysts expect expect RIL to perf…",https://www.ndtvprofit.com/markets/ril-agm-reliance-industries-gets-a-target-price-hike-from-ubs-jio-ipo-in-2026,2025-08-26T03:32:16Z,positive,0.9433226585388184
NewsAPI - GlobeNewswire,"Indian Carbon Fiber Market is Forecasted to Reach US$162 Million in 2031, Says Stratview Research","Detroit, Aug. 25, 2025 (GLOBE NEWSWIRE) -- The global Indian carbon fiber market size was valued at US$31.5 million in 2023 and is projected to reach US$162 million by 2030, witnessing a market growth CAGR of 22.3% from 2024 to 2030, according to an analysis …",https://www.globenewswire.com/news-release/2025/08/25/3138700/0/en/Indian-Carbon-Fiber-Market-is-Forecasted-to-Reach-US-162-Million-in-2031-Says-Stratview-Research.html,2025-08-25T16:00:00Z,positive,0.9013802409172058
